iteration,total_energy,potential_energy
870,-3373.03,-3373.31
880,-3373.07,-3373.34
890,-3373.11,-3373.38
900,-3373.14,-3373.41
910,-3373.18,-3373.44
920,-3373.21,-3373.47
930,-3373.24,-3373.5
940,-3373.26,-3373.52
950,-3373.29,-3373.55
960,-3373.31,-3373.57
970,-3373.33,-3373.58
980,-3373.35,-3373.6
990,-3373.36,-3373.61
1000,-3373.38,-3373.63
1010,-3373.39,-3373.64
1020,-3373.4,-3373.64
1030,-3373.41,-3373.65
1040,-3373.41,-3373.65
1050,-3373.42,-3373.66
1060,-3373.42,-3373.66
1070,-3373.42,-3373.66
1080,-3373.42,-3373.65
1090,-3373.42,-3373.65
1100,-3373.41,-3373.64
1110,-3373.4,-3373.64
1120,-3373.4,-3373.63
1130,-3373.39,-3373.62
1140,-3373.38,-3373.61
1150,-3373.37,-3373.59
1160,-3373.35,-3373.58
1170,-3373.34,-3373.56
1180,-3373.32,-3373.54
1190,-3373.3,-3373.52
1200,-3373.28,-3373.5
1210,-3373.26,-3373.48
1220,-3373.24,-3373.46
1230,-3373.22,-3373.43
1240,-3373.19,-3373.41
1250,-3373.17,-3373.38
1260,-3373.14,-3373.35
1270,-3373.11,-3373.33
1280,-3373.08,-3373.3
1290,-3373.06,-3373.27
1300,-3373.03,-3373.24
1310,-3372.99,-3373.2
1320,-3372.96,-3373.17
1330,-3372.93,-3373.14
1340,-3372.9,-3373.11
1350,-3372.87,-3373.07
1360,-3372.83,-3373.04
1370,-3372.8,-3373.01
1380,-3372.77,-3372.98
1390,-3372.74,-3372.94
1400,-3372.7,-3372.91
1410,-3372.67,-3372.89
1420,-3372.65,-3372.86
1430,-3372.62,-3372.83
1440,-3372.59,-3372.81
1450,-3372.57,-3372.79
1460,-3372.55,-3372.78
1470,-3372.54,-3372.76
1480,-3372.53,-3372.75
1490,-3372.52,-3372.75
1500,-3372.51,-3372.75
1510,-3372.51,-3372.76
1520,-3372.52,-3372.76
1530,-3372.53,-3372.78
1540,-3372.54,-3372.8
1550,-3372.56,-3372.82
1560,-3372.58,-3372.84
1570,-3372.61,-3372.87
1580,-3372.63,-3372.9
1590,-3372.66,-3372.93
1600,-3372.7,-3372.97
1610,-3372.73,-3373
1620,-3372.77,-3373.04
1630,-3372.8,-3373.07
1640,-3372.84,-3373.11
1650,-3372.87,-3373.15
1660,-3372.91,-3373.19
1670,-3372.95,-3373.22
1680,-3372.98,-3373.26
1690,-3373.02,-3373.29
1700,-3373.05,-3373.32
1710,-3373.09,-3373.36
1720,-3373.12,-3373.39
1730,-3373.15,-3373.42
1740,-3373.18,-3373.44
1750,-3373.21,-3373.47
1760,-3373.23,-3373.5
1770,-3373.26,-3373.52
1780,-3373.28,-3373.54
1790,-3373.3,-3373.56
1800,-3373.32,-3373.58
1810,-3373.34,-3373.59
1820,-3373.35,-3373.61
1830,-3373.37,-3373.62
1840,-3373.38,-3373.63
1850,-3373.39,-3373.64
1860,-3373.4,-3373.64
1870,-3373.41,-3373.65
1880,-3373.41,-3373.65
1890,-3373.41,-3373.65
1900,-3373.41,-3373.65
1910,-3373.41,-3373.65
1920,-3373.41,-3373.64
1930,-3373.4,-3373.64
1940,-3373.4,-3373.63
1950,-3373.39,-3373.62
1960,-3373.38,-3373.6
1970,-3373.36,-3373.59
1980,-3373.35,-3373.57
1990,-3373.33,-3373.55
2000,-3373.31,-3373.54
2010,-3373.31,-3373.51
2020,-3373.31,-3373.49
2030,-3373.31,-3373.47
2040,-3373.31,-3373.45
2050,-3373.31,-3373.43
2060,-3373.31,-3373.41
2070,-3373.31,-3373.39
2080,-3373.31,-3373.37
2090,-3373.31,-3373.36
2100,-3373.31,-3373.35
2110,-3373.32,-3373.34
2120,-3373.32,-3373.33
2130,-3373.32,-3373.33
2140,-3373.32,-3373.33
2150,-3373.32,-3373.33
2160,-3373.32,-3373.33
2170,-3373.32,-3373.34
2180,-3373.32,-3373.35
2190,-3373.32,-3373.37
2200,-3373.32,-3373.38
2210,-3373.32,-3373.4
2220,-3373.32,-3373.42
2230,-3373.32,-3373.44
2240,-3373.32,-3373.46
2250,-3373.32,-3373.48
2260,-3373.32,-3373.5
2270,-3373.32,-3373.52
2280,-3373.32,-3373.54
2290,-3373.32,-3373.56
2300,-3373.32,-3373.58
2310,-3373.32,-3373.6
2320,-3373.32,-3373.62
2330,-3373.32,-3373.63
2340,-3373.32,-3373.64
2350,-3373.32,-3373.65
2360,-3373.32,-3373.65
2370,-3373.32,-3373.65
2380,-3373.32,-3373.65
2390,-3373.32,-3373.65
2400,-3373.32,-3373.64
2410,-3373.31,-3373.63
2420,-3373.31,-3373.62
2430,-3373.31,-3373.61
2440,-3373.31,-3373.6
2450,-3373.31,-3373.58
2460,-3373.31,-3373.56
2470,-3373.31,-3373.54
2480,-3373.31,-3373.52
2490,-3373.31,-3373.5
2500,-3373.31,-3373.48
2510,-3373.31,-3373.46
2520,-3373.31,-3373.44
2530,-3373.31,-3373.43
2540,-3373.31,-3373.41
2550,-3373.31,-3373.39
2560,-3373.31,-3373.38
2570,-3373.31,-3373.37
2580,-3373.32,-3373.36
2590,-3373.32,-3373.35
2600,-3373.32,-3373.35
2610,-3373.32,-3373.34
2620,-3373.32,-3373.34
2630,-3373.32,-3373.35
2640,-3373.32,-3373.35
2650,-3373.32,-3373.36
2660,-3373.32,-3373.37
2670,-3373.32,-3373.38
2680,-3373.32,-3373.39
2690,-3373.32,-3373.4
2700,-3373.32,-3373.42
2710,-3373.32,-3373.43
2720,-3373.32,-3373.45
2730,-3373.32,-3373.47
2740,-3373.32,-3373.48
2750,-3373.32,-3373.5
2760,-3373.32,-3373.52
2770,-3373.32,-3373.53
2780,-3373.32,-3373.55
2790,-3373.32,-3373.56
2800,-3373.32,-3373.58
2810,-3373.32,-3373.59
2820,-3373.32,-3373.6
2830,-3373.32,-3373.6
2840,-3373.32,-3373.61
2850,-3373.32,-3373.61
2860,-3373.32,-3373.61
2870,-3373.32,-3373.61
2880,-3373.32,-3373.61
2890,-3373.32,-3373.61
2900,-3373.32,-3373.6
2910,-3373.31,-3373.59
2920,-3373.31,-3373.58
2930,-3373.31,-3373.57
2940,-3373.31,-3373.56
2950,-3373.31,-3373.54
2960,-3373.31,-3373.53
2970,-3373.31,-3373.52
2980,-3373.31,-3373.5
2990,-3373.31,-3373.49
3000,-3373.31,-3373.47
3010,-3373.31,-3373.46
3020,-3373.31,-3373.45
3030,-3373.31,-3373.44
3040,-3373.31,-3373.43
3050,-3373.32,-3373.42
3060,-3373.32,-3373.41
3070,-3373.32,-3373.4
3080,-3373.32,-3373.4
3090,-3373.32,-3373.4
3100,-3373.32,-3373.4
3110,-3373.32,-3373.4
3120,-3373.32,-3373.4
3130,-3373.32,-3373.4
3140,-3373.32,-3373.41
3150,-3373.32,-3373.42
3160,-3373.32,-3373.42
3170,-3373.32,-3373.43
3180,-3373.32,-3373.44
3190,-3373.32,-3373.45
3200,-3373.32,-3373.47
3210,-3373.32,-3373.48
3220,-3373.32,-3373.49
3230,-3373.32,-3373.5
3240,-3373.32,-3373.51
3250,-3373.32,-3373.52
3260,-3373.32,-3373.53
3270,-3373.32,-3373.53
3280,-3373.32,-3373.54
3290,-3373.32,-3373.55
3300,-3373.32,-3373.55
3310,-3373.32,-3373.55
3320,-3373.32,-3373.55
3330,-3373.32,-3373.55
3340,-3373.32,-3373.55
3350,-3373.32,-3373.55
3360,-3373.32,-3373.55
3370,-3373.32,-3373.55
3380,-3373.32,-3373.54
3390,-3373.32,-3373.54
3400,-3373.32,-3373.53
3410,-3373.32,-3373.53
3420,-3373.32,-3373.52
3430,-3373.32,-3373.52
3440,-3373.32,-3373.51
3450,-3373.32,-3373.51
3460,-3373.32,-3373.5
3470,-3373.32,-3373.5
3480,-3373.32,-3373.49
3490,-3373.32,-3373.49
3500,-3373.32,-3373.48
3510,-3373.32,-3373.48
3520,-3373.32,-3373.48
3530,-3373.32,-3373.48
3540,-3373.32,-3373.47
3550,-3373.32,-3373.47
3560,-3373.32,-3373.47
3570,-3373.32,-3373.47
3580,-3373.32,-3373.47
3590,-3373.32,-3373.47
3600,-3373.32,-3373.47
3610,-3373.32,-3373.47
3620,-3373.32,-3373.47
3630,-3373.32,-3373.47
3640,-3373.32,-3373.47
3650,-3373.32,-3373.47
3660,-3373.32,-3373.47
3670,-3373.32,-3373.47
3680,-3373.32,-3373.47
3690,-3373.32,-3373.47
3700,-3373.32,-3373.47
3710,-3373.32,-3373.47
3720,-3373.32,-3373.47
3730,-3373.32,-3373.47
3740,-3373.32,-3373.47
3750,-3373.32,-3373.47
3760,-3373.32,-3373.47
3770,-3373.32,-3373.47
3780,-3373.32,-3373.47
3790,-3373.32,-3373.47
3800,-3373.32,-3373.47
3810,-3373.32,-3373.47
3820,-3373.32,-3373.47
3830,-3373.32,-3373.47
3840,-3373.32,-3373.47
3850,-3373.32,-3373.47
3860,-3373.32,-3373.48
3870,-3373.32,-3373.48
3880,-3373.32,-3373.48
3890,-3373.32,-3373.48
3900,-3373.32,-3373.49
3910,-3373.32,-3373.49
3920,-3373.32,-3373.5
3930,-3373.32,-3373.5
3940,-3373.32,-3373.51
3950,-3373.32,-3373.51
3960,-3373.32,-3373.52
3970,-3373.32,-3373.52
3980,-3373.32,-3373.53
3990,-3373.32,-3373.53
4000,-3373.32,-3373.53
4010,-3373.32,-3373.54
4020,-3373.32,-3373.54
4030,-3373.32,-3373.54
4040,-3373.32,-3373.55
4050,-3373.32,-3373.55
4060,-3373.32,-3373.55
4070,-3373.32,-3373.55
4080,-3373.32,-3373.54
4090,-3373.32,-3373.54
4100,-3373.32,-3373.54
4110,-3373.32,-3373.53
4120,-3373.32,-3373.53
4130,-3373.32,-3373.52
4140,-3373.32,-3373.51
4150,-3373.32,-3373.51
4160,-3373.31,-3373.5
4170,-3373.31,-3373.49
4180,-3373.31,-3373.48
4190,-3373.31,-3373.47
4200,-3373.31,-3373.46
4210,-3373.31,-3373.45
4220,-3373.31,-3373.44
4230,-3373.32,-3373.43
4240,-3373.32,-3373.42
4250,-3373.32,-3373.42
4260,-3373.32,-3373.41
4270,-3373.32,-3373.4
4280,-3373.32,-3373.4
4290,-3373.32,-3373.4
4300,-3373.32,-3373.4
4310,-3373.32,-3373.4
4320,-3373.32,-3373.4
4330,-3373.32,-3373.41
4340,-3373.32,-3373.42
4350,-3373.32,-3373.42
4360,-3373.32,-3373.43
4370,-3373.32,-3373.44
4380,-3373.32,-3373.46
4390,-3373.32,-3373.47
4400,-3373.32,-3373.48
4410,-3373.32,-3373.5
4420,-3373.32,-3373.51
4430,-3373.32,-3373.53
4440,-3373.32,-3373.54
4450,-3373.32,-3373.55
4460,-3373.32,-3373.57
4470,-3373.32,-3373.58
4480,-3373.32,-3373.59
4490,-3373.32,-3373.6
4500,-3373.32,-3373.6
4510,-3373.32,-3373.61
4520,-3373.32,-3373.61
4530,-3373.32,-3373.61
4540,-3373.32,-3373.61
4550,-3373.32,-3373.61
4560,-3373.32,-3373.61
4570,-3373.32,-3373.6
4580,-3373.31,-3373.59
4590,-3373.31,-3373.58
4600,-3373.31,-3373.57
4610,-3373.31,-3373.55
4620,-3373.31,-3373.54
4630,-3373.31,-3373.52
4640,-3373.31,-3373.51
4650,-3373.31,-3373.49
4660,-3373.31,-3373.47
4670,-3373.31,-3373.46
4680,-3373.31,-3373.44
4690,-3373.31,-3373.42
4700,-3373.31,-3373.41
4710,-3373.31,-3373.39
4720,-3373.31,-3373.38
4730,-3373.31,-3373.37
4740,-3373.32,-3373.36
4750,-3373.32,-3373.36
4760,-3373.32,-3373.35
4770,-3373.32,-3373.35
4780,-3373.32,-3373.35
4790,-3373.32,-3373.35
4800,-3373.32,-3373.35
4810,-3373.32,-3373.36
4820,-3373.32,-3373.37
4830,-3373.32,-3373.38
4840,-3373.32,-3373.39
4850,-3373.32,-3373.41
4860,-3373.32,-3373.42
4870,-3373.32,-3373.44
4880,-3373.32,-3373.46
4890,-3373.32,-3373.48
4900,-3373.32,-3373.5
4910,-3373.32,-3373.52
4920,-3373.32,-3373.53
4930,-3373.32,-3373.55
4940,-3373.32,-3373.57
4950,-3373.32,-3373.59
4960,-3373.32,-3373.6
4970,-3373.32,-3373.62
4980,-3373.32,-3373.63
4990,-3373.32,-3373.64
