iteration,total_energy,average_temp,potential_energy
0,-3324.47,104.146,-3354.11
1,-3313.11,308.153,-3359.82
2,-3302.52,435.698,-3359.54
3,-3292.87,511.709,-3356.31
4,-3283.08,560.958,-3350.65
5,-3273.67,588.953,-3342.48
